'an'jiao 岸礁
'di'zhen'ge'xiang'yi'xing 地震各向异性
'di'zhen'gou'zao 地震构造
'di'zhen'gou'zao'dai 地震构造带
'di'zhen'gou'zao'qu 地震构造区
'di'zhen'gou'zao'qu'hua 地震构造区划
'di'zhen'gou'zao'tu 地震构造图
'di'zhen'gou'zao'xue 地震构造学
'di'zhen'guan'ce 地震观测
'di'zhen'guan'ce'huan'jing 地震观测环境
'di'zhen'guang'lan 地震光缆
'di'zhen'guo'cheng 地震过程
'di'zhen'heng'bo 地震横波
'di'zhen'hong'guan'diao'cha 地震宏观调查
'di'zhen'hui'fang'yi 地震回放仪
'di'zhen'hui'shang 地震会商
'di'zhen'huo'dong'dai 地震活动带
'di'zhen'huo'dong'du 地震活动度
'di'zhen'huo'dong'duan'ceng 地震活动断层
'di'zhen'huo'dong'tu 地震活动图
'di'zhen'huo'dong'xing 地震活动性
'di'zhen'huo'dong'yi'chang 地震活动异常
'di'zhen'ji'ben'lie'du 地震基本烈度
'di'zhen'ji'lu 地震记录
'di'zhen'ji'shu 地震级数
'di'zhen'ji'zhi 地震机制
'di'zhen'jia'su'du'tu 地震加速度图
'di'zhen'jian'ce 地震监测
'di'zhen'jian'ce'she'shi 地震监测设施
'di'zhen'jian'ce'tai'wang 地震监测台网
'di'zhen'jian'shi'xi'tong 地震监视系统
'di'zhen'jie'mian 地震界面
'di'zhen'jie'ou 地震解耦
'di'zhen'jing'li'xue 地震静力学
'di'zhen'jiu'zhu'ji'shu 地震救助技术
'di'zhen'ju'zhang'liang 地震矩张量
'di'zhen'kan'tan 地震勘探
'di'zhen'ke'xue 地震科学
'di'zhen'kong'qu 地震空区
'di'zhen'kong'zhi 地震控制
'di'zhen'li 地震力
'di'zhen'li'shi 地震历时
'di'zhen'lie'du'biao 地震烈度表
'di'zhen'lie'du'ping'ding 地震烈度评定
'di'zhen'lie'du'qu'hua 地震烈度区划
'di'zhen'lie'du'yi'chang 地震烈度异常
'di'zhen'lv'bo 地震滤波
'di'zhen'mang'qu 地震盲区
'di'zhen'mian'bo 地震面波
'di'zhen'mo'ni 地震模拟
'di'zhen'neng 地震能
'di'zhen'neng'ji 地震能级
'di'zhen'ou'he 地震耦合
'di'zhen'pin'du 地震频度
'di'zhen'ping'jing'qi 地震平静期
'di'zhen'ping'jing'qu 地震平静区
'di'zhen'pou'mian 地震剖面
'di'zhen'pu 地震谱
'di'zhen'qian'yi 地震迁移
'di'zhen'qian'zhao 地震前兆
'di'zhen'qian'zhao'xiao'ying 地震前兆效应
'di'zhen'qu'hua 地震区划
'di'zhen'qu'hua'tu 地震区划图
'di'zhen'qu'shi'fen'xi 地震趋势分析
'di'zhen'quan'xi'zhao'xiang 地震全息照相
'di'zhen'qun 地震群
'di'zhen'san'she 地震散射
'di'zhen'san'yao'su 地震三要素
'di'zhen'she'hui'xue 地震社会学
'di'zhen'she'ji'lie'du 地震设计烈度
'di'zhen'she'xian 地震射线
'di'zhen'she'xian'li'lun 地震射线理论
'di'zhen'shen'du 地震深度
'di'zhen'sheng'xue 地震声学
'di'zhen'shi'jian 地震事件
'di'zhen'shi'kong'fen'bu 地震时空分布
'di'zhen'shou'bo 地震首波
'di'zhen'shuai'jian 地震衰减
'di'zhen'tai'wang 地震台网
'di'zhen'tai'zhen 地震台阵
'di'zhen'ti'bo 地震体波
'di'zhen'tian'qi 地震天气
'di'zhen'tian'wen'xue 地震天文学
'di'zhen'tiao'jian 地震条件
'di'zhen'tong'ji'xue 地震统计学
'di'zhen'tu 地震图
'di'zhen'tu'xiang 地震图像
'di'zhen'tu'xiang'shi'bie 地震图像识别
'di'zhen'wei'bo 地震尾波
'di'zhen'wei'cuo 地震位错
'di'zhen'wei'neng 地震位能
'di'zhen'wei'xian'gu'ji 地震危险估计
'di'zhen'wei'xian'ping'jia 地震危险评价
'di'zhen'wei'xian'qu'hua 地震危险区划
'di'zhen'wei'xian'tu 地震危险图
'di'zhen'wei'xian'xing 地震危险性
'di'zhen'wei'zhi 地震位置
'di'zhen'xi'lie 地震系列
'di'zhen'xian 地震线
'di'zhen'xiao'lv 地震效率
'di'zhen'xiao'qu'hua 地震小区划
'di'zhen'xiao'ying 地震效应
'di'zhen'xin'hao 地震信号
'di'zhen'xing'bo 地震行波
'di'zhen'xu'lie 地震序列
'di'zhen'xu'lie'lei'xing 地震序列类型
'di'zhen'yao'ce 地震遥测
'di'zhen'yao'ce'tai'wang 地震遥测台网
'di'zhen'yao'yan 地震谣言
'di'zhen'yi 地震仪
'di'zhen'yi'biao'ding 地震仪标定
'di'zhen'yi'can'shu 地震仪参数
'di'zhen'yi'chang 地震异常
'di'zhen'yi'ji 地震遗迹
'di'zhen'yi'sun'xing 地震易损性
'di'zhen'yi'zhi 地震遗址
'di'zhen'ying'ji 地震应急
'di'zhen'ying'ji'yu'an 地震应急预案
'di'zhen'ying'qu 地震影区
'di'zhen'you'gan'fan'wei 地震有感范围
'di'zhen'yu'bao 地震预报
'di'zhen'yu'bao'dui'ce 地震预报对策
'di'zhen'yu'ce 地震预测
'di'zhen'yuan'sheng'zai'hai 地震原生灾害
'di'zhen'zai'hai 地震灾害
'di'zhen'zai'hai'ping'gu 地震灾害评估
'di'zhen'zai'hai'yu'ce 地震灾害预测
'di'zhen'zai'hai'yu'fang 地震灾害预防
'di'zhen'zai'qing 地震灾情
'di'zhen'zao'sheng 地震噪声
'di'zhen'zhen'dong 地震震动
'di'zhen'zhen'ji 地震震级
'di'zhen'zhen'xiang 地震震相
'di'zhen'zhen'yuan 地震震源
'di'zhen'zhong'qi'yu'bao 地震中期预报
'di'zhen'zhou'qi 地震周期
'di'zhen'zhou'qi'xing 地震周期性
'di'zhen'zong'bo 地震纵波
'di'zhen'zou'shi'biao 地震走时表
'di'zhen'zou'shi'qu'xian 地震走时曲线
'di'zhen'zuo'yong 地震作用
'di'zhi'bei'jing 地质背景
'di'zhi'bei'jing'tiao'jian 地质背景条件
'di'zhi'bian'lu 地质编录
'di'zhi'ce'hui 地质测绘
'di'zhi'ce'liang 地质测量
'di'zhi'di'mao 地质地貌
'di'zhi'dian 地质点
'di'zhi'diao'cha 地质调查
'di'zhi'diao'cha'ju 地质调查局
'di'zhi'diao'cha'yuan 地质调查院
'di'zhi'gong'yuan 地质公园
'di'zhi'gou'zao 地质构造
'di'zhi'gui'lv 地质规律
'di'zhi'huan'jing 地质环境
'di'zhi'ji'chu 地质基础
'di'zhi'jian'kuang 地质简况
'di'zhi'jie'gou 地质结构
'di'zhi'jing'guan 地质景观
'di'zhi'kan'cha 地质勘察
'di'zhi'kan'cha'bao'gao 地质勘查报告
'di'zhi'kan'cha'pou'mian'ce'liang 地质勘查剖面测量
'di'zhi'ke'xue'yan'jiu'suo 地质科学研究所
'di'zhi'lei'da 地质雷达
'di'zhi'lei'da'tan'ce 地质雷达探测
'di'zhi'lei'da'yi'qi 地质雷达仪器
'di'zhi'li'xue 地质力学
'di'zhi'nian'biao 地质年表
'di'zhi'nian'dai 地质年代
'di'zhi'nian'dai'ce'liang 地质年代测量
'di'zhi'nian'dai'xue 地质年代学
'di'zhi'shi'jian 地质事件
'di'zhi'shi'qi 地质时期
'di'zhi'ti 地质体
'di'zhi'tian'tu 地质填图
'di'zhi'tiao'jian 地质条件
'di'zhi'tu 地质图
'di'zhi'wen'du'ji 地质温度计
'di'zhi'wen'ti 地质问题
'di'zhi'xian'xiang 地质现象
'di'zhi'xuan'hui 地质旋回
'di'zhi'xue 地质学
'di'zhi'ya'li'ji 地质压力计
'di'zhi'yi'ji 地质遗迹
'di'zhi'ying'li 地质营力
'di'zhi'ying'li 地质应力
'di'zhi'zai'hai 地质灾害
'di'zhi'zi'liao 地质资料
'di'zhi'zuo'yong 地质作用
'di'zhong'hai 地中海
'di'zhou 地轴
'di'zhou'qing'jiao 地轴倾角
'di'zhu 地主
'di'zhu'shuo 地柱说
'di'zhuan'ping'heng 地转平衡
'di'zhuan'xiao'ying 地转效应
'di'zhuan'yun'dong 地转运动
'dian'ce'jing 电测井
'dian'ce'shen'fa 电测深法
'dian'ci'chong'ji'bo 电磁冲击波
'dian'dong'shi'di'zhen'yi 电动式地震仪
'dian'ji'ceng 淀积层
'dian'mi'du'fa 点密度法
'dian'rong'di'zhen'yi 电容地震仪
'dian'yuan'fen'bu 点源分布
'dian'zhi'tu 点值图
'dian'zi'di'tu 电子地图
'dian'zi'di'zhen'yi 电子地震仪
'dian'zu'lv'fa 电阻率法
'dian'zu'lv'pou'mian 电阻率剖面
'die'he'fen'xi 叠合分析
'die'jia'di'zhen'ji'lu 叠加地震记录
'die'jia'ding'lv 叠加定律
'die'shui'tan 跌水潭
'ding'dian 顶点
'ding'dian'xing'bian'ce'liang 定点形变测量
'ding'ji'tu'rang 顶极土壤
'ding'liang'di'zhen'xue 定量地震学
'ding'wei'le 丁威勒
'dong'hai 冻害
'dong'hai'jun 东海郡
'dong'jie'ceng'zhong'shui 冻结层中水
'dong'jie'zhi'shu 冻结指数
'dong'li'bian'zhi'zuo'yong 动力变质作用
'dong'li'di'mao'xue 动力地貌学
'dong'li'di'zhi'xue 动力地质学
'dong'quan'shi'di'zhen'yi 动圈式地震仪
'dong'tai'zhen'hai'yu'ce 动态震害预测
'dong'tu 冻土
'dong'tu'dong'li'xue 冻土动力学
'dong'tu'jin'hua 冻土进化
'dong'tu'tui'hua 冻土退化
'dong'tu'xiang'fen'xi 冻土相分析
'dong'tu'xue 冻土学
'dong'wu'chuan'bu 动物传布
'dong'wu'di'li'xue 动物地理学
'dong'xue'dui'ji 洞穴堆积
'dong'xue'xue 洞穴学
'du'neng'mo'shi 杜能模式
'du'shi'ji'ju 都市集聚
'du'shi'shui'wen'xue 都市水文学
'duan'ceng 断层
'duan'ceng'ca'hen 断层擦痕
'duan'ceng'chuan'bo 断层传播
'duan'ceng'dai 断层带
'duan'ceng'di'zhen 断层地震
'duan'ceng'gu 断层谷
'duan'ceng'hua'ju 断层滑距
'duan'ceng'huo'dong'duan 断层活动段
'duan'ceng'huo'dong'xing 断层活动性
'duan'ceng'ji'he'xue 断层几何学
'duan'ceng'jiao'li'yan 断层角砾岩
'duan'ceng'jie'chu 断层接触
'duan'ceng'jie'di 断层阶地
'duan'ceng'mian 断层面
'duan'ceng'ni 断层泥
'duan'ceng'qi 断层气
'duan'ceng'ru'dong 断层蠕动
'duan'ceng'san'jiao'mian 断层三角面
'duan'ceng'xian'ya 断层线崖
'duan'ceng'xiao'dou'kan 断层小陡坎
'duan'ceng'ya 断层崖
'duan'ceng'ya'kou 断层垭口
'duan'kuai 断块
'duan'kuai'gou'zao'shuo 断块构造说
'duan'kuai'shan 断块山
'duan'lie 断裂
'duan'lie'shen'du'fen'lei 断裂深度分类
'duan'lie'xi 断裂系
'duan'qi'di'zhen'qian'zhao 短期地震前兆
'duan'qi'ju'luo 短期聚落
'duan'shui'zhun 短水准
'duan'tou'he 断头河
'duan'xian 断陷
'duan'xian'pen'di 断陷盆地
'duan'zhou'qi'di'zhen'yi 短周期地震仪
'dui'ji'jie'di 堆积阶地
'dui'ji'wu 堆积物
'dui'ji'zuo'yong 堆积作用
'dui'liu'li 对流力
'dui'liu'shuo 对流说
'dun'qiu 顿丘
'dun'xing'huo'shan 盾形火山
'dun'zhuang'huo'shan 盾状火山
'duo'bo'duan'sao'miao'qi 多波段扫描器
'duo'bo'duan'yao'gan 多波段遥感
'duo'dao'di'zhen'yi 多道地震仪
'duo'dao'kang'zhen'fang'xian 多道抗震防线
'duo'gui'bai'yun'mu 多硅白云母
'duo'he'xin'lun 多核心论
'duo'ming'ge'hui 多明各会
'duo'nao'he'liang'an 多瑙河两岸
'duo'nao'he'san'jiao'zhou 多瑙河三角洲
'duo'nian'dong'tu 多年冻土
'duo'nian'sheng'zhi'wu 多年生植物
'er'ci'yu'zhen 二次余震
'er'die 二叠
'er'die'ji 二叠纪
'er'die'xi 二叠系
'er'zhou'jing 二轴晶
'er'zu'shan 二祖山
'fa'dian'ji'xue'shuo 发电机学说
'fa'la'pi'guo 伐腊毗国
'fa'zhan'de'li'xue 发展地理学
'fa'zhen'duan'ceng 发震断层
'fa'zhen'gai'lv 发震概率
'fa'zhen'gou'zao 发震构造
'fa'zhen'gou'zao'ti'xi 发震构造体系
'fa'zhen'qu 发震区
'fa'zhen'shi'ke 发震时刻
'fan'bei'ji 泛北极
'fan'bei'tong'kuang 钒钡铜矿
'fan'cha'tiao'zheng 反差调整
'fan'da'yang 泛大洋
'fan'gai'you'kuang 钒钙铀矿
'fan'ju'ji'li 反聚集力
'fan'kuang 钒矿
'fan'kui'huan 反馈环
'fan'lan'yin 凡兰吟
'fan'niu 反扭
'fan'qi'xuan'shi'huan'liu 反气旋式环流
'fan'she'de'zhen'bo'fa 反射地震波法
'fan'she'di'zhen'kan'tan 反射地震勘探
'fan'she'di'zhen'xue 反射地震学
'fan'she'di'zhen'yi 反射地震仪
'fan'she'jie'mian 反射界面
'fan'suan'yan 钒酸盐
'fan'tong'kuang 钒铜矿
'fan'xiang 反象
'fan'yan'na'guo 梵衍那国
'fan'yun'mu 钒云母
'fan'zui'di'li 犯罪地理
'fang'hui'gan'lan'yan 方辉橄榄岩
'fang'ji'ge'hui 方济各会
'fang'jie'shi 方解石
'fang'jie'shi'hua 方解石化
'fang'she'bian'huan 仿射变换
'fang'she'dai 放射带
'fang'she'xing'ce'liang 放射性测量
'fang'she'xing'shi'zong'fa 放射性示踪法
'fang'wei'di'zhen'yi 方位地震仪
'fang'zhu'shi 方柱石
'fei'bai'yan 飞白岩
'fei'di'dai'xing 非地带性
'fei'di'dai'xing'tu'rang 非地带性土壤
'fei'fa'zhen'duan'lie 非发震断裂
'fei'gou'zao'xing'lie'feng 非构造性裂缝
'fei'ji'chu'hang'ye 非基础行业
'fei'jin'shu'kuang'chuang 非金属矿床
'fei'ke'zai'sheng'zi'yuan 非可再生资源
'fei'lian'xu'xing'bian'xing 非连续性变形
'fei'sheng'yuan'jing'guan 非生源景观
'fei'si'lao'cheng 非斯老城
'fei'tan'xing'xing'bian 非弹性形变
'fen'bu'qu 分布区
'fen'bu'qu'jian'duan 分布区间断
'fen'bu'qu'xing 分布区型
'fen'bu'qu'zhong'xin 分布区中心
'fen'ceng'she'se'biao 分层设色表
'fen'ceng'she'se'fa 分层设色法
'fen'cha'lv 分汊率
'fen'cha'xi'shu 分岔系数
'fen'jie'sheng'wu 分解生物
'fen'lan'bao 芬兰堡
'fen'lie'shuo 分裂说
'fen'pei'jie'gou'mo'xing 分配结构模型
'fen'san'cheng'shi 分散城市
'fen'sha'tu 粉砂土
'fen'sha'yan 粉砂岩
'fen'sha'zhi 粉砂质
'fen'shu'bi'li'chi 分数比例尺
'fen'shui'ling 分水岭
'fen'wei'di'zhen'dai 汾渭地震带
'fen'xiang'zu 分乡组
'feng'bao'da'lang 风暴大浪
'feng'bao'wei'zhen 风暴微震
'feng'cheng'chen'ji 风成沉积
'feng'feng'zhen'fu 峰峰振幅
'feng'ge'zhu'yi'jian'zhu 风格主义建筑
'feng'gu'zhen'fu 峰谷振幅
'feng'he'dai 缝合带
'feng'hua'ceng 风化层
'feng'hua'qiao 风化壳
'feng'hua'zuo'yong 风化作用
'feng'ji'wu 风积物
'feng'leng'shi 风棱石
'feng'shi'ji 风蚀脊
'feng'shi'keng 风蚀坑
'feng'shi'tu'ji 风蚀土脊
'feng'shi'wa'di 风蚀洼地
'feng'shi'zhu 风蚀柱
'feng'te'nu'wa 丰特努瓦
'feng'wo'zhuang'feng'hua 蜂窝状风化
'feng'wo'zhuang'sha'qiu 蜂窝状沙丘
'feng'xiang'pin'du'tu 风向频度图
'feng'ya 丰芽
'feng'zai 风灾
'feng'zhi'xiao'qu'hua 峰值小区划
'fu'bing'dong'tu 富冰冻土
'fu'chong'ban'kuai 俯冲板块
'fu'chong'dai 俯冲带
'fu'chong'duan'ceng 俯冲断层
'fu'di 腹地
'fu'di'mao 负地貌
'fu'diao'ying'xiang'di'tu 浮雕影象地图
'fu'he'tu'di'li'yong 复合土地利用
'fu'li'di'li 福利地理
'fu'nan'guo 扶南国
'fu'nian'dai'ce'ding'fa 氟年代测定法
'fu'pian'tai 负偏态
'fu'sheng'dong'wu 腐生动物
'fu'sheng'tian 福生天
'fu'sheng'zhi'wu 腐生植物
'fu'wu 浮坞
'fu'xian 涪县
'fu'ying'yang'zhao'ze 富营养沼泽
'fu'zhen'ji 负震级
'gai'ceng 盖层
'gai'lv'kang'zhen'she'ji 概率抗震设计
'gan'gu 干谷
'gan'guan'huan'jing 感观环境
'gan'he'hu 干涸湖
'gan'yan'hu 干盐湖
'gan'ying'di'li'xue 感应地理学
'gan'ying'di'zhen 感应地震
'gan'zao'qi'hou 干燥气候
'gan'zao'zuo'yong 干燥作用
'gang'xing'ban'kuai 刚性板块
'gao'cao'cao'yuan 高草草原
'gao'ling'tu 高岭土
'gao'shan'ai'qu'lin 高山矮曲林
'gao'shan'cao'chang'lun'mu 高山草场轮牧
'gao'shan'dong'tu 高山冻土
'gao'shan'hu 高山湖
'gao'shan'ji'jie'yi'mu 高山季节移牧
'gao'shan'tu'rang 高山土壤
'gao'wei'zhao'ze 高位沼泽
'gao'yuan 高原
'gao'yuan'bing'chuan 高原冰川
'gao'yuan'qi'hou 高原气候
'gao'yuan'zhao'ze 高原沼泽
'ge'bi 戈壁
'ge'huo'lu 隔火路
'ge'shui'ceng 隔水层
'ge'tuo'qu 隔坨区
'ge'wang'shu'ju'ku 格网数据库
'ge'wang'zuo'biao 格网座标
'ge'zhuang'shui'xi 格状水系
'gei'shui'du 给水度
'geng'xin'shi 更新世
'geng'xin'tong 更新统
'gong'chang'hua'nong'ye 工厂化农业
'gong'cheng'di'zhen 工程地震
'gong'cheng'di'zhen'xue 工程地震学
'gong'cheng'di'zhi 工程地质
'gong'cheng'di'zhi'dan'yuan 工程地质单元
'gong'cheng'di'zhi'huan'jing 工程地质环境
'gong'cheng'di'zhi'kan'cha 工程地质勘察
'gong'cheng'di'zhi'li'xue 工程地质力学
'gong'cheng'di'zhi'ping'jia 工程地质评价
'gong'cheng'di'zhi'shi'yan 工程地质试验
'gong'cheng'di'zhi'tiao'jian 工程地质条件
'gong'cheng'di'zhi'tu 工程地质图
'gong'cheng'di'zhi'wen'ti 工程地质问题
'gong'cheng'di'zhi'xue 工程地质学
'gong'cheng'di'zhi'zuan'tan 工程地质钻探
'gong'cheng'dian 工程点
'gong'cheng'dong'li'di'zhi'xue 工程动力地质学
'gong'cheng'fan'wei 工程范围
'gong'cheng'huo'dong 工程活动
'gong'cheng'kan'cha'she'ji 工程勘察设计
'gong'cheng'shou'duan 工程手段
'gong'cheng'yan'tu'xue 工程岩土学
'gong'cheng'zhen'hai'yu'ce 工程震害预测
'gong'e'duan'ceng 共轭断层
'gong'e'jie'li 共轭节理
'gong'kuang'qu 工矿区
'gong'qian'kuang 汞铅矿
'gong'xing'shan'zu 弓形山组
'gong'ye'di'li'xue 工业地理学
'gong'ye'di'yu'lei'xing 工业地域类型
'gong'ye'fen'san 工业分散
'gong'ye'kuo'san 工业扩散
'gong'ye'qu'jing'guan 工业区景观
'gong'ye'qu'wei'zheng'ce 工业区位政策
'gong'ye'zong'he'ti 工业综合体
'gou'zao 构造
'gou'zao'bei'jing 构造背景
'gou'zao'ceng 构造层
'gou'zao'ceng'wei 构造层位
'gou'zao'cha'yi'yun'dong 构造差异运动
'gou'zao'chen'jiang 构造沉降
'gou'zao'chen'xian 构造沉陷
'gou'zao'chi'du 构造尺度
'gou'zao'chuang 构造窗
'gou'zao'dai 构造带
'gou'zao'dan'yuan 构造单元
'gou'zao'di'ci 构造地磁
'gou'zao'di'ci'xiao'ying 构造地磁效应
'gou'zao'di'ci'xue 构造地磁学
'gou'zao'di'mao 构造地貌
'gou'zao'di'mao'xue 构造地貌学
'gou'zao'di'xing 构造地形
'gou'zao'di'zhen 构造地震
'gou'zao'di'zhi'xue 构造地质学
'gou'zao'fan'dui'chen 构造反对称
'gou'zao'fu'he 构造复合
'gou'zao'gao'yuan 构造高原
'gou'zao'ge'jia 构造格架
'gou'zao'hu 构造湖
'gou'zao'huo'dong'xing 构造活动性
'gou'zao'jie'di 构造阶地
'gou'zao'jie'li 构造节理
'gou'zao'lei'bi 构造类比
'gou'zao'mu 构造幕
'gou'zao'pen'di 构造盆地
'gou'zao'ping'yuan 构造平原
'gou'zao'quan 构造圈
'gou'zao'ti'xi 构造体系
'gou'zao'tou'jing'ti 构造透镜体
'gou'zao'wa'di 构造洼地
'gou'zao'wang'luo 构造网络
'gou'zao'wu'li'xue 构造物理学
'gou'zao'xing'duan'lie 构造性断裂
'gou'zao'xing'ji 构造形迹
'gou'zao'xuan'hui 构造旋回
'gou'zao'ying'li 构造应力
'gou'zao'ying'li'chang 构造应力场
'gou'zao'yun'dong 构造运动
'gu'di'ci 古地磁
'gu'di'ci'ji 古地磁极
'gu'di'ci'xue 古地磁学
'gu'di'li 古地理
'gu'di'li'xue 古地理学
'gu'di'tu 古地图
'gu'di'zhen 古地震
'gu'ding'lun 固定论
'gu'ding'sha'qiu 固定沙丘
'gu'feng'zu 孤峰组
'gu'jin'ji 古近纪
'gu'qi'hou 古气候
'gu'qiu 鼓丘
'gu'sheng'dai 古生代
'gu'sheng'dai'hua'gang'yan 古生代花岗岩
'gu'sheng'jie 古生界
'gu'shui'wen'xue 古水文学
'gu'te'bu'ta 顾特卜塔
'gu'ti'chao'zhen'dang 固体潮振荡
'gu'ti'di'qiu 固体地球
'gu'ti'di'qiu'chao'xi 固体地球潮汐
'gu'ti'di'qiu'hua'xue 固体地球化学
'gu'ti're'li'xue 固体热力学
'gu'tu'rang 古土壤
'gu'wei'du 古纬度
'gu'xin'shi 古新世
'gu'ying'li'chang 古应力场
'guan'ce'di'zhen'xue 观测地震学
'guan'cong'xiu'geng'fa 灌丛休耕法
'guan'gai'ti'xi 灌溉体系
'guan'xing'di'zhen'yi 惯性地震仪
'guan'xing'ying'bian'yi 惯性应变仪
'guang'dian'di'zhen'ji 光电地震计
'guang'hua'xue'yang'hua'ji 光化学氧化剂
'guang'tan'xing'shi'yan 光弹性实验
'guang'xue'tu'xiang'chu'li 光学图象处理
'gui'hua 硅化
'gui'kong'que'shi 硅孔雀石
'gui'lv'ceng 硅铝层
'gui'lv'kuang'wu 硅铝矿物
'gui'lv'mei'ceng 硅铝镁层
'gui'mei'ceng 硅镁层
'gui'mei'shi 硅镁石
'gui'peng'gai'shi 硅硼钙石
'gui'pi'shi'hua 硅铍石化
'gui'suan'yan 硅酸盐
'gui'xin'kuang 硅锌矿
'gui'zao'tu 硅藻土
'gui'zhi'hui'yan 硅质灰岩
'gui'zhi'yan 硅质岩
'gui'zu'mu'zang 贵族墓葬
'gun'dong'bei'xie'gou'zao 滚动背斜构造
'guo'du'xing'di'qiao 过渡型地壳
'guo'ji'he'ping'gong'yuan 国际和平公园
'guo'ji'zhong'li'gong'shi 国际重力公式
'guo'jia'di'tu'ji 国家地图集
'guo'tu'gui'hua 国土规划
'guo'tu'kai'fa 国土开发
'guo'tu'zheng'zhi 国土整治
'guo'tu'zi'yuan'wei'xing 国土资源卫星
'guo'yang'hua'wu 过氧化物
'hai'an'di'mao 海岸地貌
'hai'an'di'mao'xue 海岸地貌学
'hai'an'jie'di 海岸阶地
'hai'ba 海拔
'hai'bin'zhao'ze 海滨沼泽
'hai'di'di'zhen 海底地震
'hai'di'di'zhen'ji 海底地震计
'hai'di'di'zhen'kan'tan 海底地震勘探
'hai'di'di'zhen'yi 海底地震仪
'hai'di'kuo'zhang'jia'shuo 海底扩张假说
'hai'gou 海沟
'hai'ling 海岭
'hai'men'kou 海门口
'hai'mian'sheng'jiang'yun'dong 海面升降运动
'hai'nian'dai'ce'ding'fa 氦年代测定法
'hai'shang'you'qi'tian 海上油气田
'hai'shi'kan 海蚀龛
'hai'shi'ping'tai 海蚀平台
'hai'shi'tai 海蚀台
'hai'shi'xi 海蚀隙
'hai'shi'ya 海蚀崖
'hai'shi'zhu 海蚀柱
'hai'shi'zuo'yong 海蚀作用
'hai'xiang 海相
'hai'xiao'di'zhen 海啸地震
'hai'yang'ban'kuai 海洋板块
'hai'yang'ce'shen 海洋测深
'hai'yang'ci'li'yi 海洋磁力仪
'hai'yang'di'qiao 海洋地壳
'hai'yang'di'qiu'hua'xue 海洋地球化学
'hai'yang'di'zhen'yi 海洋地震仪
'hai'yang'di'zhi 海洋地质
'hai'yang'huan'jing 海洋环境
'hai'yang'huan'liu 海洋环流
'hai'yang'qi'hou 海洋气候
'hai'yang'wu'ran 海洋污染
'hai'yang'xing'bing'chuan 海洋性冰川
'hai'yang'xing'qi'hou 海洋性气候
'hai'yang'zhen'yuan 海洋震源
'hai'yang'zhen'zhong 海洋震中
'hai'yang'zhong'li'kan'tan 海洋重力勘探
'han'bing'liang 含冰量
'han'cheng'tu 旱成土
'han'dai 寒带
'han'dong'feng'hua 寒冻风化
'han'li'sha'yan 含砾砂岩
'han'liu'liang 含硫量
'han'mei'yan'xi 含煤岩系
'han'sa'tong'meng'cheng 汉撒同盟城
'han'sa'tong'meng'cheng'shi 汉萨同盟城市
'han'sha 含砂
'han'shui'ceng 含水层
'han'wen'dai'qi'hou 寒温带气候
'han'wu'ji 寒武纪
'han'wu'xi 寒武系
'han'xia 旱峡
'han'you'di'ceng 含油地层
'han'you'mian'ji 含油面积
'hang'ci'ce'liang 航磁测量
'hang'kong'ci'li'yi 航空磁力仪
'hang'kong'di'qiu'hua'xue 航空地球化学
'hang'kong'zhao'pian'pan'du 航空照片判读
'hang'kong'zhong'li'xue 航空重力学
'hang'kong'zhong'li'yi 航空重力仪
'hao'san'bo 耗散波
'hao'tan'liang 耗碳量
'he'cheng'bo 合成波
'he'cheng'di'mian'wei'yi 合成地面位移
'he'cheng'di'tu 合成地图
'he'cheng'di'zhen'ji'lu 合成地震记录
'he'cheng'di'zhen'pou'mian 合成地震剖面
'he'chuang 河床
'he'chuang'bian'xing 河床变形
'he'dao'deng'ji 河道等级
'he'dao'po'jiang 河道坡降
'he'kou'wan 河口湾
'he'liu'cuo'wei 河流错位
'he'liu'jie'di 河流阶地
'he'liu'pian'yi 河流偏移
'he'liu'shu'mu'ding'lv 河流数目定律
'he'liu'xi'duo 河流袭夺
'he'liu'xue 河流学
'he'man'tan 河漫滩
'he'mei 褐煤
'he'wang'mi'du 河网密度
'he'xin'bian'yuan'lun 核心边缘论
'he'zhen'xiang 核震相
'he'zi'ci'li'yi 核子磁力仪
'hei'jian'tu 黑碱土
'hei'zi'shu 黑子数
'hei'zi'zhou 黑子周
'heng'bi 亨比
'heng'bo'si'tong 亨伯斯通
'heng'de'sen'dao 亨德森岛
'heng'keng'kai'cai'fa 横坑开采法
'heng'shi'hai'an 横式海岸
'heng'xiang'qing'xie'yi 横向倾斜仪
'heng'xiang'sha'qiu 横向沙丘
'hong'bao 红堡
'hong'guan'di'zhen'guan'ce 宏观地震观测
'hong'guan'di'zhen'kao'cha 宏观地震考察
'hong'guan'di'zhen'xian'xiang 宏观地震现象
'hong'guan'di'zhen'xiao'ying 宏观地震效应
'hong'guan'di'zhen'xue 宏观地震学
'hong'guan'di'zhen'zhen'zhong 宏观地震震中
'hong'guan'di'zhen'zi'liao 宏观地震资料
'hong'guan'qian'zhao 宏观前兆
'hong'guan'xian'chang 宏观现场
'hong'guan'ye'hua 宏观液化
'hong'guan'yi'chang 宏观异常
'hong'guan'zhen'hai 宏观震害
'hong'guan'zhen'zhong 宏观震中
'hong'guan'zhen'zhong'lie'du 宏观震中烈度
'hong'hua'yuan'zu 红花园组
'hong'huan 洪患
'hong'ji'ceng 洪积层
'hong'ji'shan 洪积扇
'hong'ji'wu 洪积物
'hong'se'shi'hui'tu 红色石灰土
