'a'zi'fu'chuang'qi 阿姊扶床泣
'wang'yi'chun'si 王谊春思
'wang'yi'e'san'yue'hui'ri 王一鹗三月晦日
'wang'zan'qing'xi'diao'ji 王瓒清溪钓矶
'wang'zhi'deng'li'dong 王穉登立冬
'wang'zhi'deng'tang'qi'dao'zhong 王穉登塘栖道中
'wang'zhi'deng'xin'chun'gan'shi 王穉登新春感事
'wang'zhong'qian'li'di'xiong'gu 望中千里弟兄孤
'wang'zuo'jiang'xing 王佐江行
'wang'zuo'you'jing'tang 王佐幽景塘
'wei'bai'sheng'niu'bei 微白生牛背
'wei'bao'luo'fu'yun'ying'dao 为报罗浮云影道
'wei'dao'ri'mo'shou'zhu'tun 未到日没收猪豚
'wei'de'wu'qing'guo'ban'qiao 未得无情过板桥
'wei'di'lei'qian'hang 未敌泪千行
'wei'he'you'yuan'xing'xiu'tong 维河有源星宿同
'wei'jie'qing'huai'la'jiu'xiang 慰藉情怀腊酒香
'wei'jin'guo'dong'men 为今国东门
'wei'ke'gui'yi'zao 为客归宜早
'wei'ke'sui'nian'zhang 为客岁年长
'wei'mang'jiong'ge'peng'lai'dao 微茫迥隔蓬莱岛
'wei'ru'po'xuan'shi 微如破悬虱
'wei'shi'lu'yu'ru 谓是鲁迂儒
'wei'shui'cheng'jian'que'fen'shen 为谁成茧却焚身
'wei'shui'xi'lai'wan'li'yao 渭水西来万里遥
'wei'tian'she'ju'xian 维天设巨险
'wei'wen'lang'shu'qian'feng'tang 未闻郎署遣冯唐
'wei'wo'xin'yuan'yuan 慰我心悁悁
'wei'xing'pi'li'jin'shen'du 威刑霹雳缙绅毒
'wei'yi'dan'jiang'xi 逶迤淡将夕
'wei'yi'shi'jue'lun 伟艺实绝伦
'wei'yin'bu'dao'jing'xi'niao 微吟不道惊溪鸟
'wei'you'jia'shan'zai'meng'zhong 惟有家山在梦中
'wei'you'li'bai'shi'neng'shuo 惟有李白诗能说
'wei'you'shui'sheng'hun'bu'si 惟有水声浑不似
'wei'you'yi'he'tu 惟有衣褐徒
'wei'yu'dong'feng'zan'xiang'jie 为语东风暂相借
'wen'chong'jing'jie'xu 闻虫惊节序
'wen'dao'lu'men'qi'zi'zai 闻道鹿门妻子在
'wen'dao'shuo'fang'duo'yong'lue 闻道朔方多勇略
'wen'jia'ti'mei'hua 文嘉题梅花
'wen'jun'he'suo'wei 问君何所为
'wen'yan'chuang'ce'an'wu'da 闻言怆恻黯无答
'wen'zheng'ming'cang'lang'chi'shang 文徵明沧浪池上
'wen'zheng'ming'hu'qiu'deng'ge 文徵明虎丘登阁
'wen'zheng'ming'xin'qiu 文徵明新秋
'wo'ben'shi'zi'geng'fu'er 我本识字耕夫耳
'wo'cong'qian'yue'lai'xi'zhou 我从前月来西州
'wo'dao'deng'lin'hua'zheng'hao 我到登临花正好
'wo'fang'ting'zhou'zai'jiang'gao 我方停舟在江皋
'wo'fei'jin'shi'ren 我非今世人
'wo'huai'yu'sai'he'you'kai 我怀郁塞何由开
'wo'ji'jian'ru'zhen'yan'se 我即见汝真颜色
'wo'jia'min'shan'geng'xi'zhu 我家岷山更西住
'wo'jin'bai'bei'fu'qian'shou 我今百杯复千首
'wo'jin'xing'feng'sheng'ren'qi'nan'guo 我今幸逢圣人起南国
'wo'kan'xie'yang'jiang'shang'feng 卧看斜阳江上峰
'wo'kui'sui'wu'li'bai'cai 我愧虽无李白才
'wo'ru'xi'wu'jun'yu'hai 我入西吴君欲还
'wo'sheng'mu'gong'gong'bu'feng 我生慕公公不逢
'wo'ting'hai'chao'chui'di'zhuan 卧听海潮吹地转
'wo'xue'li'bai'dui'ming'yue 我学李白对明月
'wo'ye'bu'deng'tian'zi'chuan 我也不登天子船
'wo'ye'bu'shang'chang'an'mian 我也不上长安眠
'wo'yu'deng'tian'yun'pan'pan 我欲登天云盘盘
'wo'yu'she'jiang'rao'tian'han 我欲涉江扰天寒
'wo'yu'yu'feng'wu'yu'han 我欲御风无羽翰
'wo'yu'zhi'shan'ni'huan'huan 我欲陟山泥洹洹
'wo'zai'gan'zhou'pin'yi'le 我在甘州贫亦乐
'wo'zui'yu'cai'wang'can'fu 我醉欲裁王粲赋
'wu'chai'fang'ku'bing 吾侪方苦兵
'wu'cheng'en'jin'shan'si 吴承恩金山寺
'wu'cheng'en'zhou'xing 吴承恩舟行
'wu'chu'ji'xiang'si 无处寄相思
'wu'duan'zuo'ye'xi'feng'ji 无端昨夜西风急
'wu'guan'ci'juan'jiang'shan'tu 吾观此卷江山图
'wu'guo'lun'guo'qi'pan'ling 吴国伦过七盘岭
'wu'hou'qing'shan'men'wai'xi 屋后青山门外溪
'wu'hu'nai'er'cang'sheng'he 呜呼奈尔苍生何
'wu'hu'wu'sheng'bu'fu'de 呜呼吴生不复得
'wu'ji'xiao'guan'bi'sha'chuang 吴姬小馆碧纱窗
'wu'kuan'fen'yun'song'zhen'bo 吴宽分韵送贞伯
'wu'kuan'fu'huang'lou'song'li'zhen'bo 吴宽赋黄楼送李贞伯
'wu'lai'ji'qing'xiao 吾来及清晓
'wu'ling'nan'xing'yuan'zhu'bian 五岭南行远著鞭
'wu'mian'ta'ye'yue 无眠他夜月
'wu'qi'qian'qun'shui'gan'du 武骑千群谁敢渡
'wu'shan'wu'xia'feng'sou'sou 巫山巫峡风飕飕
'wu'shi'xin'shen'xian 无事心身闲
'wu'shu'qiu'shan'ru'xiao'lou 无数秋山入小楼
'wu'suo'chang'lin'shui'pai'di 雾锁长林水拍堤
'wu'ti'zheng'ma'dong 乌啼征马动
'wu'tian'hao'feng'jing 吴天好风景
'wu'tong'chang'ku'han 梧桐长苦寒
'wu'tong'shu'xia'dao'han'yi 梧桐树下捣寒衣
'wu'tu'bu'gan'dong'xi'ben 乌兔不敢东西奔
'wu'wei'lao'si'bu'ke'jian 吴伟老死不可见
'wu'wu'ru'bei'cheng 兀兀如被酲
'wu'xian'he'shan'lei 无限河山泪
'wu'xian'sheng'jia'di'qian'jin 毋嫌声价抵千金
'wu'xing'you'tu'ke'zhi'shui 五行有土可制水
'wu'ya'bao'su'gui'che'ku 乌鸦饱宿鬼车哭
'wu'ye'feng'qian'shu'se'fu 五夜峰前曙色浮
'wu'yue'shi'yu'yi'zhi'yan 五月鲥鱼已至燕
'wu'yue'xing'wang'fu'liu'shui 吴越兴亡付流水
'wu'zhao'tong'cao'xue'quan'guo'su'bi'feng'si'yu'gong'fang 吴兆同曹学佺过宿碧峰寺愚公房
'xi'bu'jian'feng'huang 夕不见凤凰
'xi'chuan'yang'liu'shu 系船杨柳树
'xi'cun'zhu'shu'jing'zhao'hui 西村竹树静朝晖
'xi'de'gu'ren'tong'dai'zhao 喜得故人同待诏
'xi'feng'chui'ke'shang'ma'qu 西风吹客上马去
'xi'feng'guan'wai'xue'chu'qing 西风关外雪初晴
'xi'feng'luo'ri'cao'ban'ban 西风落日草斑斑
'xi'hu'ye'yu'luo'hong'lian 西湖夜雨落红莲
'xi'hua'wu'seng'zai 锡化无僧在
'xi'lai'shi'qing'yang 昔来始青阳
'xi'ma'tai'bang'er'shi'li 戏马台傍二十里
'xi'nan'zhong'shu'gui 溪南种树归
'xi'ren'ceng'ci'yong'cang'lang 昔人曾此咏沧浪
'xi'ru'jing'men'gan'ke'qing 西入荆门感客情
'xi'shan'xiao'qi'cang 西山晓气苍
'xi'shi'jie 西市街
'xi'shi'xin'nian'ge'man'cheng 昔时新年歌满城
'xi'wen'li'gong'feng 昔闻李供奉
'xi'xing'wan'li'yao'hui'shou 西行万里遥回首
'xi'yang'duo'zai'xiao'lou'qian 夕阳多在小楼前
'xi'yang'qu'shou'ma 夕阳驱瘦马
'xi'yang'shan'geng'qing 夕阳山更青
'xi'yang'you'zai'xiao'qiao'xi 夕阳犹在小桥西
'xi'yi'ge'sheng'ge'an'wen 徙倚歌声隔岸闻
'xi'you'si'luo'tuo 昔有丝萝托
'xi'yu'luo'mei'qing'yong'che 细雨落梅清咏彻
'xi'yu'rong'rong'shi'lian'hua 细雨茸茸湿楝花
'xi'yu'yu'zhou'gui 细雨渔舟归
'xi'zhan'jin'su'ying 细瞻金粟影
'xi'zhao'man'chuan'hong'ye'ming 夕照满川红叶明
'xi'zhao'niu'zhu'wan'guai'cheng 犀照牛渚万怪呈
'xi'zi'hu'tou'you'wo'shi 西子湖头有我师
'xia'chong'na'ke'kou'jian'bing 夏虫那可叩坚冰
'xia'jian'du'kou'ren 下见渡口人
'xia'qian'bai'he'ying 下遣白鹤迎
'xia'ri'deng'gao'tang'neng'fu 暇日登高倘能赋
'xia'shi'xi'hu'shi'peng 夏时西湖诗篷
'xia'wan'chun'bie'yun'jian 夏完淳别云间
'xia'wan'chun'chang'ge 夏完淳长歌
'xia'wan'chun'ji'shi'xuan'er'shou 夏完淳即事选二首
'xia'yan'an'xiang'dao'zhong'guan'fu'ren'cha'tian 夏言安乡道中观妇人插田
'xia'zhong'you'bao'dao 匣中有宝刀
'xian'bi'pai'zheng'rong 险比排峥嵘
'xian'dao'ke'ting'bian 先到客亭边
'xian'tie'ru'lei'guo'fei'cun 县帖如雷过废村
'xian'yi'chuan'chuang'kan'gua'long 闲倚船窗看挂龙
'xian'yi'yuan'bu'zhi'xiong'zhong 险夷原不滞胸中
'xiang'bi'ru'hao'fu'juan'su 想彼濡毫拂绢素
'xiang'feng'jin'dao'nian'lai'hao 相逢尽道年来好
'xiang'hui'zai'he'nian 相会在何年
'xiang'jiang'yi'you'you'ju'chu 湘江亦有幽居处
'xiang'ju'liu'nian'ru'meng'guo 相聚六年如梦过
'xiang'lai'xing'le'dong'cheng'pan 向来行乐东城畔
'xiang'liu'luo'ri'wai 湘流落日外
'xiang'ren'bu'dao'xing'yu'ming 向人不道姓与名
'xiang'shui'ji'du'zuo 向水际独坐
'xiang'si'shuang'lei'liu'qing'wan 相思双泪流轻纨
'xiang'wang'zhen'long'han'wang'shu 项王真龙汉王鼠
'xiang'wen'kong'you'dao'huan'yue 相闻空有刀镮约
'xiang'wen'liu'shui'chu 香闻流水处
'xiang'wo'dao'shuo'xuan'ming'gong 向我道说玄明宫
'xiang'yi'zhong'gu'zuo'ming'tang 飨以钟鼓坐明堂
'xiao'che'ban'ban'huang'chen'wan 小车班班黄尘晚
'xiao'chu'kan'hua'dao'xi'yang 晓出看花到夕阳
'xiao'cong'chen'you'zhu'cui'hua 晓从宸游驻翠华
'xiao'deng'tai'shan'dao 晓登泰山道
'xiao'jiao'shu'sheng'ai 晓角数声哀
'xiao'qiao'yao'jie'dao'yang'qi 小桥遥接稻秧畦
'xiao'ri'hong'ting'liu'bie'jiu 晓日红亭留别酒
'xiao'shuang'bu'zai'di 晓霜不在地
'xiao'tiao'yan'ji'ye 萧条岩际叶
'xiao'ting'chu'heng'tang 小艇出横塘
'xiao'xiang'qiu'yu'sheng 潇湘秋欲生
'xiao'xiao'guo'chu'cheng 萧萧过楚城
'xiao'xiao'hong'ye'xi'yang'xia 萧萧红叶夕阳下
'xiao'xiao'mu'ye'xia'gao'zhi 萧萧木叶下高枝
'xiao'zhou'song'xiang'he'bao'fan 小舟送饷荷包饭
'xie'jia'lou'shang'qing'qiu'yue 谢家楼上清秋月
'xie'jin'fu'guang'xi'bie'sheng'peng'yun'lu 解缙赴广西别甥彭云路
'xie'tiao'xi'yuan'wei'ni'hai 谢朓西园未拟还
'xie'yang'dan'qiu'ying 斜阳淡秋影
'xie'yang'ji'chu'chui'lu'di 斜阳几处吹芦笛
'xie'yang'yao'ying'shu'chong'chong 斜阳遥映树重重
'xie'zhao'zhe'chun'yuan 谢肇淛春怨
'xie'zhao'zhe'du'wen'he 谢肇淛渡汶河
'xie'zhao'zhe'gu'shan'cai'cha'qu 谢肇淛鼓山采茶曲
'xie'zhao'zhe'qian'tang'feng'kang'yuan'long 谢肇淛钱塘逢康元龙
'xie'zhao'zhe'su'wu'shan'ji'chang'an'jiu'ren 谢肇淛宿吴山寄长安旧人
'xie'zhen'da'liang'dong'ye 谢榛大梁冬夜
'xie'zhen'dao'yi'qu 谢榛捣衣曲
'xie'zhen'fu'shi'men'xia 谢榛赴石门峡
'xie'zhen'ju'yong'guan 谢榛居庸关
'xie'zhen'qiu'ri'huai'di 谢榛秋日怀弟
'xie'zhen'sai'xia'qu 谢榛塞下曲
'xie'zhen'yu'he'xiao'fa 谢榛榆河晓发
'xie'zhen'yuan'ge'xing'xuan'yi'shou 谢榛怨歌行选一首
'xie'zhu'xian'suo'nong'zhi'chang'di 携诸仙所弄之长笛
'xin'cheng'yin'di'jia 新城殷地笳
'xin'ci'chuan'chang'mu'dan'ting 新词传唱牡丹亭
'xin'fang'hua'deng'lian'jiu'mo 新放华灯连九陌
'xin'fu'xiao'gu'jian'a'po 新妇小姑兼阿婆
'xin'fu'yan'ci'yan'he'meng 心复艳此阉何蒙
'xin'qiu'xiao'ge'jing'yan'fen 新秋小阁净炎氛
'xin'ran'zi'kai'zun 欣然自开尊
'xin'shou'tui'chuang'man'yan'shan 信手推窗满眼山
'xin'si'luan'fan'yan 心思乱繁烟
'xin'yan'zhu'liu'jin'yuan'xie 新烟著柳禁垣斜
'xin'you'qing'feng'bu'yan'pin 信有清风不厌贫
'xin'zhuan'pai'zi'ci'zhao'rong 新传牌子赐昭容
'xing'he'ye'se'chi 星河夜色迟
'xing'hong'zhu'guang'qi 星虹助光气
'xing'huo'yi'ke'ran 星火亦可燃
'xing'lai'gao'ge'man'ji'pan 兴来高阁漫跻攀
'xing'lao'fen'xiang'su'gong'kua 杏酪分香俗共夸
'xing'ren'gui'qu'shui'tiao'tiao 行人归去水迢迢
'xing'ren'qu'you'qi 行人去有期
'xing'sheng'zheng'kua'tian'xia'zhuang 形胜争夸天下壮
'xing'tai'wu'yue'bu'zhi'shu 行台五月不知暑
'xing'xing'ru'yan'fei 行行入烟霏
'xing'xing'wu'bie'yu 行行无别语
'xing'yi'bu'zu'ci 行役不足辞
'xiong'feng'bie'you'fu 雄风别有赋
'xiong'feng'qing'jiao'jin 雄风清角劲
'xiu'ba'ke'yi'qing'huan'zhuo 休把客衣轻浣濯
'xiu'feng'xi'he'dian'cang'yan 秀峰西合点苍烟
'xiu'xue'hong'zhuang'mei'wan'xia 羞学红妆媚晚霞
'xu'bei'gong'ren'xie 徐悖宫人斜
'xu'ben'guo'he'ye'pu 徐贲过荷叶浦
'xu'ben'liu'duan'duan'song'chen'shun'dao 徐贲柳短短送陈舜道
'xu'ben'ting'ge 徐贲听歌
'xu'chuan'ye'fu'jie'tou'guan 虚船也复戒偷关
'xu'jie'hu 吁嗟乎
'xu'ni'duan'yi'sui'li'guang 虚拟短衣随李广
'xu'ri'chui'yang'liu 旭日垂杨柳
'xu'teng'ji'di 徐熥寄弟
'xu'teng'jiu'dian'feng'li'da 徐熥酒店逢李大
'xu'wei'chun'ri'guo'song'zhu'ling'xuan'yi'shou 徐渭春日过宋诸陵选一首
'xu'xing'bu'ji'shan'shen'qian 徐行不计山深浅
'xu'zhen'qing'ji'hua'yu 徐祯卿寄华玉
'xu'zhen'qing'ji'shang'zuo 徐祯卿济上作
'xu'zhen'qing'song'xiao'ruo'yu 徐祯卿送萧若愚
'xu'zhen'qing'za'yao 徐祯卿杂谣
'xu'zhen'qing'zai'wu'chang'zuo 徐祯卿在武昌作
'xu'zhong'hang'mu'fa'chu'yang 徐中行暮发滁阳
'xu'zhou'tai'shou'su'chang'gong 徐州太守苏长公
'xu'zong'lu'liao'zuo'xue'zhong'deng'lou 许宗鲁辽左雪中登楼
'xuan'hui'yi'ji'cao'xiao'xiao 玄晖遗迹草萧萧
'xuan'ya'qing'yu'di 悬崖青欲滴
'xuan'yun'fang'xiao'qing 玄云放晓晴
'xue'fei'beng'zuo'fen'liu'zi 血飞迸作汾流紫
'xue'hui'xi'bin 薛蕙溪滨
'xue'hui'xi'cheng'wu'jue'xuan'yi'shou 薛蕙戏成五绝选一首
'xue'hui'zeng'meng'wang'zhi 薛蕙赠孟望之
'xue'man'liang'yuan'shang'wei'gui 雪满梁园尚未归
'xue'man'shan'zhong'gao'shi'wo 雪满山中高士卧
'xue'xuan'jiao'zhou'dao'zhong 薛瑄胶州道中
'xun'mei'fei'wu'tu 洵美非吾土
'ya'ya'dong'cao'meng 轧轧冻草萌
'yan'ai'qing'luo'wu 烟霭青萝屋
'yan'bo'cao'se'shi'qian'hen 烟波草色时牵恨
'yan'bo'qi'chu'bai'ou'shuang 烟波起处白鸥双
'yan'fei'ceng'bu'du'heng'yang 雁飞曾不度衡阳
'yan'feng'cang'mang'mao'yi'sou 烟峰苍茫貌一叟
'yan'hang'chu'guo'ke'deng'lou 雁行初过客登楼
'yan'hui'hua'zhuan'ru'xuan'feng 沿洄划转如旋风
'yan'huo'ge'lin'wei 烟火隔林微
'yan'ji'bai'yi'ren'cai'song 岩际白衣人采松
'yan'kong'yu'se'yao'xie'ri 烟空雨色摇斜日
'yan'liang'wu'tai'sui'shi'bian 炎凉物态随时变
'yan'liu'jia'yi'cai'wu'di 淹留贾谊才无敌
'yan'lu'zi'hua'ying 烟露滋华英
'yan'nian'ping'sheng'you 言念平生友
'yan'qian'bu'si'jiu'ti'shi 眼前不似旧题时
'yan'ru'shan'yue'xiang'tian'zhong 俨如山岳翔天中
'yan'se'shu'ming'ming 烟色树冥冥
'yan'shan'ci'ri'xue'fen'fen 燕山此日雪纷纷
'yan'shan'mu'luo'yan'lai'chi 燕山木落雁来迟
'yan'shan'xue'an'qin'yun'bai 燕山雪暗秦云白
'yan'tian'bing'xue'hu'jiang'chuan 炎天冰雪护江船
'yan'zhao'bei'ge'zui'bu'ping 燕赵悲歌最不平
'yan'zhong'cao'shen'huang'du'fei 烟中草深黄犊肥
'yan'zhong'shu'se'fu'gua'bu 烟中树色浮瓜步
'yan'zi'bu'lai'lou'ge'jiong 燕子不来楼阁迥
'yan'zi'fei'fei'yang'liu'chun 燕子飞飞杨柳春
'yang'can'shi'jie'zhe'gu'ti 养蚕时节鹧鸪啼
'yang'di'xing'gong'jie'zi'xia 炀帝行宫接紫霞
'yang'fan'hu'bu'jian 扬帆忽不见
'yang'guang'san'yan'he 阳光散岩壑
'yang'ji'chang'jiang'wan'li'tu 杨基长江万里图
'yang'ji'sheng'deng'tai'shan 杨继盛登泰山
'yang'ji'tian'ping'shan'zhong 杨基天平山中
'yang'ji'wen'lin'chuan'chui'di 杨基闻邻船吹笛
'yang'ji'yue'yang'lou 杨基岳阳楼
'yang'jian'zhu'si'wei 仰见蛛丝微
'yang'liu'du'tou'yan'mo'mo 杨柳渡头烟漠漠
'yang'liu'yin'yin'shi'mu'tang 杨柳阴阴十亩塘
'yang'rong'yuan'xi'ci'guan'deng 杨荣元夕赐观灯
'yang'shen'chun'xing'xuan'yi'shou 杨慎春兴选一首
'yang'shen'kun'yang'wang'hai 杨慎昆阳望海
'yang'shen'liu 杨慎柳
'yang'shen'liu'yue'shi'si'ri'bing'zhong'gan'huai 杨慎六月十四日病中感怀
'yang'shen'su'jin'sha'jiang 杨慎宿金沙江
'yang'shen'yi'you'yuan'ri'xin'tian'guan'zhong'xi'qing 杨慎乙酉元日新添馆中喜晴
'yang'shen'yu'yi'jiang'xiang'gui'jing'ban'qiao 杨慎于役江乡归经板桥
'yang'shi'jue'ding'shang 仰视绝顶上
'yang'shi'qi'cong'you'xi'yuan 杨士奇从游西苑
'yang'shi'yun'tian'jia'le 杨士云田家乐
'yang'yi'qing'qiu'xing 杨一清秋兴
'yao'cen'lou'shang'fu'qing'chuan 遥岑楼上俯晴川
'yao'fu'he'bian'xing'qie'ku 徭夫河边行且哭
'yao'jian'ju'yong'guan 遥见居庸关
'yao'liu'qing'bai'zai'ren'jian 要留清白在人间
'yao'luo'qi'kan'bie 摇落岂堪别
'yao'luo'qing'qiu'se 摇落清秋色
'yao'qin'yi'qu'feng'zhong'dan 瑶琴一曲风中弹
'yao'sheng'cang'hai'wai 遥升沧海外
'yao'wang'zhuo'lu'cheng 遥望涿鹿城
'yao'xiang'gu'yuan'hui'ti'lei 遥想故园挥涕泪
'yao'yao'qian'feng'shi 杳杳千峰失
'yao'yi'lin'shen'chu 遥忆林深处
'ye'an'jiang'cun'yu'shu'mei 野岸江村雨熟梅
'ye'an'jin'chuang'li 叶暗金窗里
'ye'ban'han'ji'bu'ren'ting 夜半寒鸡不忍听
'ye'ban'wen'ji'mian'bu'zhao 夜半闻鸡眠不着
'ye'cun'wo'tong'qiao 野村卧通桥
'ye'ge'bu'zi'diao'hua'long 野鸽哺子雕花栊
'ye'hu'zu'wu'deng'cheng'yong 夜呼卒伍登城墉
'ye'jing'hai'tao'san'wan'li 夜静海涛三万里
'ye'jing'jian'kong'se 夜静见空色
'ye'lang'yu'ren'hao 野狼遇人嗥
'ye'luo'niao'pin'jing 叶落鸟频惊
'ye'mei'shao'bu'jin 野梅烧不尽
'ye'qiao'xing'guo'lu'san'cha 野桥行过路三叉
'ye'ren'zhi'tian'bu'zhi'lie 野人知田不知猎
'ye'se'bu'ying'shui 夜色不映水
'ye'se'cang'mang'jie'wei'chuan 野色苍茫接渭川
'ye'shen'deng'ying'su'wei'yang 夜深灯影宿维扬
'ye'shu'han'geng'jin 野戍寒更尽
'ye'shui'ying'yu'shi'jing'xie 野水萦纡石径斜
'ye'si'ying'hua'chun'dui'jiu 野寺莺花春对酒
'ye'ye'ming'xian'xiang'qu'fang 夜夜鸣弦向曲房
'ye'yu'can'deng'meng'you'wu 夜雨残灯梦有无
'ye'yu'jiang'hu'meng'yi'han 夜雨江湖梦亦寒
'ye'zhi'di'fei'mai'lang'qi 野雉低飞麦浪齐
'yi'bei'jiao'ye'jiu 一杯椒叶酒
'yi'chi'cao'se'wan'wa'ming 一池草色万蛙鸣
'yi'chu'yun'xiao'kong'chang'wang 一出云霄空怅望
'yi'chun'shuai'xie'lian'pi'gu 一春衰谢怜皮骨
'yi'cun'chun'gou'yi'cun'xin 一寸纯钩一寸心
'yi'dian'chan'deng'ban'lun'yue 一点禅灯半轮月
'yi'dian'qing'luan'yu'hou'zhen 一点青峦雨后真
'yi'dong'jin'bang'ci'geng'chi 以东金榜祠更侈
'yi'fen'fa'wu'bai'ri'hei 夷坟伐屋白日黑
'yi'fen'zhe'can'di'shang'liu 已分折残堤上柳
'yi'feng'can'yu'ying'gu'cun 一峰残雨映孤村
'yi'guan'yan'bai'shou 一官淹白首
'yi'jia'yu'zhu'ping'feng'die 移家欲住屏风叠
'yi'jing'niu'yang'ru 一径牛羊入
'yi'juan'hu'er'you'wen'jiu 已倦呼儿犹问酒
'yi'liang'yi'zhi'qian'tong'qian 一两已值千铜钱
'yi'lou'dong'pan'lan'gan'qu 驿楼东畔栏干曲
'yi'lu'qing'qing'dao'yong'cheng 一路青青到永城
'yi'lu'ying'ti'song'dao'jia 一路莺啼送到家
'yi'mei'chu'po'liang'san'rui 驿梅初破两三蕊
'yi'nian'san'bai'liu'shi'ri 一年三百六十日
'yi'nian'zheng'qiu'bu'shao'juan 一年征求不少蠲
'yi'pian'sang'ma'tian'qi'lv 一片桑麻天气绿
'yi'pian'yue'lin'cheng 一片月临城
'yi'pian'zheng'hong'hai'shang'hai 一片征鸿海上还
'yi'po'gui'lai'ri 毅魄归来日
'yi'qi'fei'tu'ran 意气非徒然
'yi'ran'chui'liu'fu'chang'di 依然垂柳覆长堤
'yi'shang'yuan'qiang'lai 一上苑墙来
'yi'shen'cun'han'la 一身存汉腊
'yi'shen'wei'zu'han'da'huan 一身未足捍大患
'yi'shen'zuo'ke'ru'zhang'jian 一身作客如张俭
'yi'sheng'ge'gu'ming'hua'zhi 一声隔谷鸣华雉
'yi'sheng'xin'yan'san'geng'yu 一声新雁三更雨
'yi'shi'chang'he'wei'wei'gong 一时倡和未为公
'yi'shi'po'xian'chi'bi'gui 疑是坡仙赤壁归
'yi'shu'chui'chui'ying'cao'tang 一树垂垂映草堂
'yi'shuang'hu'die'guo'xi'qiao 一双蝴蝶过溪桥
'yi'shui'chan'yuan'yun'cao'bi 易水潺湲云草碧
'yi'tian'cui'bi'yi'he'yan 倚天翠壁亦何言
'yi'tian'jue'bi'can'yin'han 倚天绝壁参银汉
'yi'wo'tong'pao'ren 忆我同袍人
'yi'xi'ci'yan'wo'qian'bing 忆昔此阉握乾炳
'yi'xiao'wu'qin'di 一笑无秦帝
'yi'xuan'xiao'yi'guan'yu'guan 衣玄绡衣冠玉冠
'yi'ye'jing'du'xu'zhou'hong 一夜径度徐州洪
'yi'ye'xiao'xi'chun'yu'guo 一夜小溪春雨过
'yi'ye'yi'feng'yu 一夜疑风雨
'yi'yi'man'luo'chuan 依依满洛川
'yi'you'shu'mu'yuan 亦有数亩园
'yi'zhan'yu'gan'xia'diao'weng 已斩鱼竿狎钓翁
'yi'zhao'jiang'tian'bai'gan'sheng 倚棹江天百感生
'yi'zhi'bu'xu'zeng'xing'ren 一枝不许赠行人
'yi'zhi'quan'lu'jin 已知泉路近
'yi'zi'shang'fang'ting'jin'gong 一自尚方停进贡
'yi'zuo'hong'zhi'jian 忆昨弘治间
'yin'chu'shui'yun'qian 隐处谁云浅
'yin'feng'chui'lin'wu'que'bei 阴风吹林乌鹊悲
'yin'feng'qi'song'xiong'guang'dong'can'zheng'ying'kui 尹凤岐送兄广东参政应奎
'yin'gou'an'chu'xu'chuan'qiao 银钩暗处虚穿巧
'yin'lang'shang'hui'bo'yan'jun 阴廊尚绘伯颜军
'yin'liang'an'sui'shi'li'jian 饮量暗随诗力减
'yin'lin'xi'gu'kan'lian'ru 银鳞细骨堪怜汝
'yin'ru'mei'hua'yi'xian'xiang 引入梅花一线香
'yin'sheng'chu'wen'bu'jue'yi'yi'ming 吟声出吻不绝咿咿鸣
'yin'shi'wei'jie'zhui'zhe'xian 吟诗未解追谪仙
'yin'xiao'wu'sheng'zhen'cao'cao 因笑吾生真草草
'yin'yang'jiu'dao'cuo'hei'bai 阴阳九道错黑白
'yin'yin'jiang'cheng'yu'lou'cui 隐隐江城玉漏催
'ying'bin'huai'hai'du'he'xing 颍滨淮海独何幸
'ying'luo'ye'ren'jia 影落野人家
'ying'shi'zi'gui'ti'bu'dao 应是子规啼不到
'ying'xiong'cheng'shi'wu'ge'ju 英雄乘时务割据
'ying'yi'meng'chang'an 应已梦长安
'ying'yu'xia'zhi'xian'zuo'yu 莺欲下枝先作语
'you'deng'wu'yue'bu'yu'ren 有灯无月不娱人
'you'hun'zhu'jing'chen 游魂逐惊尘
'you'jian'ren'xiu'se 有剑任锈涩
'you'lai'dong'ren'xin 忧来动人心
'you'lai'neng'shi'fu'xing'qi 由来能事负性气
'you'neng'bu'fei'xiao'yu'ge 犹能不废啸与歌
'you'ran'fu'dao'men 犹然复到门
'you'ran'wang'wo'xin 悠然忘我心
'you'ren'yue'chu'mei'gu'wang 幽人月出每孤往
'you'shao'ban'fen'yuan 犹少半分圆
'you'shi'bu'yong'jin'nang'shou 有诗不用锦囊收
'you'shi'han'gong'chun 犹是汉宫春
'you'shi'shen'qiu'jiu'ri'qi 又是深秋九日期
'you'shu'ren'zong'heng 有书任纵横
'you'si'dao'di'zhong'wu'yi 游丝到地终无意
'you'you'bai'yun'hai 犹有白云还
'you'you'yu'yong'zhi'ren'le 悠悠鱼咏知人乐
'you'yue'bu'neng'feng'yi'xiao 有约不能逢一笑
'you'yue'wu'deng'bu'suan'chun 有月无灯不算春
'you'zi'hun'xiao'qing'sai'yue 游子魂销青塞月
'you'zuo'zhan'chang'sheng 又作战场声
'yu'an'qi'li'jiang'zhou'xing 俞安期漓江舟行
'yu'bie'gu'xiang'nan 欲别故乡难
'yu'cong'jia'qi'man'huang'zhou 郁葱佳气满皇州
'yu'cong'ying'li'wen'hu'seng 欲从影里问胡僧
'yu'di'yi'sheng'jiang'shang'qiu 渔笛一声江上秋
