'a'bing 阿炳
'liu'dong'tan'chang 六洞弹唱
'liu'he'xian 六和弦
'liu'lian'yin 六连音
'liu'pai'zi 六拍子
'liu'qin 柳琴
'liu'sheng'diao'shi 六声调式
'liu'sheng'yin'jie 六声音阶
'liu'shui'ban 流水板
'liu'ye'qing 柳叶青
'liu'ye'qu'pu 六也曲谱
'liu'yue'xue 六月雪
'liu'zheng 流徵
'liu'zi'qiang 柳子腔
'long'bai'wei 龙摆尾
'long'cong'he 龙从和
'long'ling'shan 龙令山
'lu'di 芦笛
'lu'feng'hua'deng 禄丰花灯
'lu'guan 芦管
'lu'sheng 芦笙
'lu'sheng'wu 芦笙舞
'lu'tao 路鼗
'luan'tan 乱弹
'lun'yin 轮音
'luo'di'shu 落地书
'luo'gu 锣鼓
'luo'ke'li'ya'diao'shi 洛克里亚调式
'luo'luo'qiang 罗罗腔
'luo'ping'hua'deng 罗平花灯
'lv'ju 吕剧
'lv'lv'chan'wei 律吕阐微
'lv'lv'xin'shu 律吕新书
'lv'lv'zheng'yi 律吕正义
'lv'qi 绿绮
'lv'shi'chun'qiu'yin'yue'wen'zi'yi'zhu 吕氏春秋音乐文字译注
'lv'xue 律学
'lv'xue'hui'tong 律学会通
'lv'xue'shu'mu'wen'mu'suo'yin 律学书目文目索引
'lv'xue'xin'shuo 律学新说
'ma'bu 马补
'ma'er'di'nu 马尔蒂努
'ma'gu'hu 马骨胡
'ma'luo 马锣
'ma'shou'hu 马首胡
'ma'tou'qin 马头琴
'ma'xian'chen 马显臣
'ma'xiao 马肖
'ma'zu'ka'wu'qu 玛祖卡舞曲
'mai'ri'xi'bei 麦日喜贝
'man'ba 慢八
'man'ban 慢板
'man'san'yan 慢三眼
'man'su 慢速
'man'tang'yin 满堂音
'man'tuo'ling 曼陀铃
'mang'luo 铓锣
'mang'tong 芒筒
'mang'tong 莽筒
'mao'jing 毛净
'mao'yuan 茅沅
'mei'ba 梅巴
'mei'dan 媒旦
'mei'hua'da'gu 梅花大鼓
'mei'hua'tiao 梅花调
'mei'lan'tian 梅兰田
'mei'lao'ge 梅劳格
'mei'sheng'chang'fa 美声唱法
'men'ba'xi 门巴戏
'meng'gu'gu'shan 孟古古善
'meng'gu'zu'gu'dai'yin'yue'wu'dao'chu'tan 蒙古族古代音乐舞蹈初探
'meng'zi'hua'deng 蒙自花灯
'mi'du'hua'deng 弥渡花灯
'mi'hun'tiao 迷魂调
'mi'yue 米约
'miao'zu'min'ge 苗族民歌
'mie'pian 篾片
'mie'qin 篾琴
'min'ge'ge'wu'ji'qi'ta'le'ren 民歌歌舞及其他乐人
'min'ju 闽剧
'min'zu'diao'shi 民族调式
'ming'le'ba'tiao'yan'jiu 明乐八调研究
'ming'ma'jian'zan 明玛坚赞
'ming'qing'qu'tan 明清曲谈
'mo'ding'cheng 莫定成
'mo'dou'fu'tiao 磨豆腐调
'mo'jin 模进
'mo'jin'dong'ji 模进动机
'mo'jin'yin'zu 模进音组
'mo'lin'hu'er 莫林胡尔
'mo'lun 末伦
'mo'yu 摸鱼
'mu'ban'da'gu 木板大鼓
'mu'gu 木鼓
'mu'gu 母鼓
'mu'qin 木琴
'mu'ye 木叶
'mu'yu 木鱼
'mu'yu'ge 木鱼歌
'mu'yu'ge 沐浴歌
'na'e 那额
'na'ga'la 那噶喇
'na'ge'man'da'bo 纳格曼达卜
'na'shi'lin 娜士林
'na'shu'ying'qu'pu 纳书楹曲谱
'na'yi 那艺
'nan'bang'zi 南梆子
'nan'bei'za 南北杂
'nan'ci'xu'lu 南词叙录
'nan'di'yin 男低音
'nan'gao'yin 男高音
'nan'guan 南管
'nan'hu 南胡
'nan'jiu'gong'shi'san'tiao'qu'pu 南九宫十三调曲谱
'nan'ju 南剧
'nan'lu'sheng'qiang 南路声腔
'nan'lv 南吕
'nan'qu 南曲
'nan'xi 南戏
'nan'yin 南音
'nan'yue 南乐
'nan'yun 南允
'nan'zhong'yin 男中音
'nao'yuan'xiao 闹元宵
'nei'luo 内锣
'ni'hui'yin 逆回音
'ni'xing 逆行
'niu'ba 妞巴
'niu'ba'tui 牛巴腿
'niu'jiao'qin 牛角琴
'niu'tui'qin 牛腿琴
'nu'gei'le 努给勒
'nu'gu'la 奴古拉
'nu'zu'pi'pa 怒族琵琶
'nuo'nuo 诺诺
'nuo'yuan'xi 傩愿戏
'nv'di'yin 女低音
'nv'gao'yin 女高音
'nv'wa'dan'shui 女娃担水
'nv'zhong'yin 女中音
'ou'ran'yin'yue 偶然音乐
'ou'yang'yu'qian 欧阳予倩
'pa'ge'ni'ni'zhu'ti'kuang'xiang'qu 帕格尼尼主题狂想曲
'pa'shan'tiao 爬山调
'pa'xia'yi'xia 帕夏依霞
'pa'yin'ji'hao 琶音记号
'pai'ban 拍板
'pai'gu 拍鼓
'pai'hao 拍号
'pai'le'weng 拍勒翁
'pai'xiao 排箫
'pai'zhong 排钟
'pai'zi 拍子
'pai'zi'qu 牌子曲
'pan'ri'xin 盘日新
'pao'han'chuan 跑旱船
'pei'qi'fen'xi 配器分析
'peng'ling 碰铃
'peng'zhong 碰钟
'pi'huang'qiang 皮黄腔
'pi'pa 琵琶
'pi'pa'ban 琵琶板
'pi'pa'pu 琵琶谱
'pian'yin 偏音
'pin'lv 频率
'pin'tie'yin'yue 拼贴音乐
'ping'gao 平高
'ping'gu 平鼓
'ping'jia'tan'chang 平架弹唱
'ping'ju 评剧
'ping'ju 平剧
'ping'xi 平戏
'ping'xing'ba'du 平行八度
'ping'xing'tiao 平行调
'ping'xing'wu'du 平行五度
'pu'biao 谱表
'pu'hao 谱号
'pu'ju 蒲剧
'pu'zhou'bang'zi 蒲州梆子
'qi'bi'li 漆筚篥
'qi'gua'yi 七挂一
'qi'he'xian 七和弦
'qi'lian'yin 七连音
'qi'sheng'diao'shi 七声调式
'qi'ta'han'zu'ge'wu 其他汉族歌舞
'qi'tai'yang'ge 祁太秧歌
'qi'xian 七弦
'qi'xian'qin 七弦琴
'qi'yang'gao'qiang 祁阳高腔
'qi'yue'le'ren 器乐乐人
'qi'zi'ju 七字句
'qian'jin 千斤
'qian'ju 黔剧
'qian'shu 黔书
'qian'wei 牵尾
'qian'xing'qu 遣兴曲
'qian'zou'qu 前奏曲
'qiang'pai 强拍
'qiang'yin'ji'hao 强音记号
'qiang'yin'ta'ban 强音踏板
'qie'da'gu 怯大鼓
'qin'gan 琴杆
'qin'ge 琴歌
'qin'han'yin'yue'shi'liao 秦汉音乐史料
'qin'qiang 秦腔
'qin'qiang'chang'qiang 秦腔唱腔
'qin'qiang'hang'dang 秦腔行当
'qin'qin 秦琴
'qin'qu'ji'cheng 琴曲集成
'qin'shi 琴史
'qin'shi 琴师
'qin'shi'bu 琴史补
'qin'shi'chu'bian 琴史初编
'qin'shi'xu 琴史续
'qin'shu 琴书
'qin'shu'da'quan 琴书大全
'qin'tong 琴筒
'qin'xian 琴弦
'qin'yuan'hua'gu 沁源花鼓
'qin'zheng 秦筝
'qin'zhi 琴旨
'qing'chang'ju 清唱剧
'qing'guan'tou 清官头
'qing'hai'ping'xian 青海平弦
'qing'hai'xian'xiao 青海贤孝
'qing'jiang'yin 清江引
'qing'jiao 清角
'qing'jiao'wei'gong 清角为宫
'qing'kou'da'gu 清口大鼓
'qing'shan'qin'pu 青山琴谱
'qing'shang'yin'jie 清商音阶
'qing'shui'ban 清水板
'qing'shui'ling 清水令
'qing'yue'yin'jie 清乐音阶
'qing'zhi'bu 青知布
'qiu'bei'hua'deng 邱北花灯
'qu'di 曲笛
'qu'jing'hua'deng 曲靖花灯
'qu'lun'chu'tan 曲论初探
'qu'lv 曲律
'qu'pai 曲牌
'qu'yi'cong'tan 曲艺丛谈
'qu'yi'le'ren 曲艺乐人
'qu'yi'lun'cong 曲艺论丛
'qu'yi'lun'ji 曲艺论集
'quan'nan'zhi'pu'chong'bian 泉南指谱重编
'quan'yin'jie 全音阶
'que'ao'er 却奥尔
'qun'ying'hui 群英会
'ran'lie 冉列
're'bu'bo 热布卜
're'wa'pu 热瓦普
'ren'sheng'yan'chang 人声演唱
'rong'jiang'tan'chang 溶江弹唱
'rou'ban 柔板
'rou'qing'di 柔情地
'ru'luo 乳锣
'ruan'cheng'zhen 阮成珍
'ruan'xian'pi'pa 阮咸琵琶
'rui'bin 蕤宾
'ruo'pai 弱拍
'ruo'qi 弱起
'ruo'qi'xiao'jie 弱起小节
'ruo'qi'xiao'jie 弱起小结
'ruo'si'kan 若斯坎
'sa'di 萨蒂
'sa'la'bang'de'wu'qu 萨拉邦德舞曲
'sa'la'kou'xian 撒拉口弦
'sa'man'wu 萨满舞
'sai'ke 赛克
'san'ban 散板
'san'bang'gu 三棒鼓
'san'bao 三宝
'san'cai'ban 三才板
'san'chong'zou'ming'qu 三重奏鸣曲
'san'ci'fen'pai 三次分拍
'san'du'yin 三度音
'san'fen'sun'yi 三分损一
'san'fen'yi'yi 三分益一
'san'geng'tian 三更天
'san'he'xian 三和弦
'san'hu 三胡
'san'ji'zhang 三击掌
'san'jiao'guan 三角管
'san'jiao'tie 三角铁
'san'kong'jia 三孔笳
'san'lian'yin 三连音
'san'pai'zi 三拍子
'san'qing'ban 三庆班
'san'quan'yin 三全音
'san'si'he'xian 三四和弦
'san'xian 三弦
'san'xian'hu'qin 三弦胡琴
'san'yan'ban 三眼板
'san'yin'kong'xun 三音孔埙
'san'yin'wei'zhi 三音位置
'sang'gao 桑高
'se'pu 瑟谱
'sha'che 沙车
'sha'dou 莎都
'sha'luo 沙锣
'sha'zheng 沙争
'shan'bei'yang'ge 陕北秧歌
'shan'dong'bang'zi 山东梆子
'shan'dong'qin'shu 山东琴书
'shan'mian'qin 扇面琴
'shan'po'yang 山坡羊
'shan'xi'chu'tu'yin'yue'wen'wu 陕西出土音乐文物
'shang'bo'yin 上波音
'shang'dang'bang'zi 上党梆子
'shang'diao'shi 商调式
'shang'hai'yin'yue'xue'yuan 上海音乐学院
'shang'hua'yin 上滑音
'shang'jia'xian 上加线
'shang'jing'xia'dong 上静下动
'shang'wu'yin 上五音
'shang'xing 上行
'shang'xing'yin'jie 上行音阶
'shang'xing'yin'lie 上行音列
'shang'zhu'yin 上主音
'shao'ju 绍剧
'shao'shu'min'zu'ge'wu 少数民族歌舞
'shao'shu'min'zu'shuo'chang 少数民族说唱
'shao'shu'min'zu'xi'qu'ju'zhong 少数民族戏曲剧种
'shao'xing'da'ban 绍兴大班
'shao'xing'luan'tan 绍兴乱弹
'shen'gu 神鼓
'shen'ju 神剧
'shen'yang'yin'yue'xue'yuan 沈阳音乐学院
'sheng'ban'yin 升半音
'sheng'dan'jing'chou 生旦净丑
'sheng'dou 笙斗
'sheng'gu 笙箍
'sheng'hao 升号
'sheng'ji'hao 升记号
'sheng'jiao 笙脚
'sheng'mao 生茂
'sheng'miao 笙苗
'sheng'si'rou 笙似肉
'shi'chang 视唱
'shi'chun'niu 使春牛
'shi'er'fen'pai 十二分拍
'shi'er'mu'ka'mu 十二木卡姆
'shi'er'pai'zi 十二拍子
'shi'er'ping'jun'lv 十二平均律
'shi'fu 石夫
'shi'gong'wu 师公舞
'shi'jie'yin'yue 世界音乐
'shi'le'meng 时乐濛
'shi'lian'yin 十连音
'shi'nan'tiao 施南调
'shi'nei'yue 室内乐
'shi'san'ban 十三板
'shi'san'du'yin 十三度音
'shi'san'he'xian 十三和弦
'shi'yi'du'yin 十一度音
'shi'yi'he'xian 十一和弦
'shi'yi'lian'yin 十一连音
'shi'yin'hua 施银花
'shi'yong'yin'yue 实用音乐
'shi'yu'zhuo 拾玉镯
'shi'zhi 时值
'shi'zi'ju 十字句
'shou'ci'fen'pai 首次分拍
'shou'feng'qin 手风琴
'shou'jiang'nan 寿江南
'shou'ling 手铃
'shou'luo 手锣
'shou'tiao'chang'ming'fa 首调唱名法
'shu'chui 竖吹
'shu'gu 书鼓
'shu'he'xian 属和弦
'shu'kong'hou 竖箜篌
'shu'man 舒曼
'shu'qi'he'xian 属七和弦
'shu'qin 竖琴
'shu'tiao 属调
'shu'tou'kong'hou 竖头箜篌
'shu'xiao'bi'li'tao'pi'bi'li 竖小筚篥桃皮筚篥
'shu'yin 属音
'shu'zhuang'tai 梳妆台
'shu'zi'di'yin 数字低音
'shuang'fu'gan 双符干
'shuang'hu'die 双蝴蝶
'shuang'huang'guan 双簧管
'shuang'huang'qi'ming'yue'qi 双簧气鸣乐器
'shuang'pai'guan'jia'jian'shao'shi'pai'xiao 双排管加键哨式排箫
'shuang'qing 双磬
'shuang'tiao'luo 双条锣
'shuang'tou'niao 双头鸟
'shuang'yin'qin'zhu 双音琴竹
'shui'dou 水斗
'shuo'chang'yi'shu'jian'shi 说唱艺术简史
'shuo'shu'shi'hua 说书史话
'si'ba 斯巴
'si'bu'si'e 斯布斯额
'si'chuan'qing'yin 四川清音
'si'chuan'yang'qin 四川扬琴
'si'chuan'yin'yue'xue'yuan 四川音乐学院
'si'chuan'zhu'qin 四川竹琴
'si'ci'fen'pai 四次分拍
'si'da'hui'ban 四大徽班
'si'er'de'ma'ke 斯尔得马克
'si'er'pai 四二拍
'si'fen'pai 四分拍
'si'gu'xian 四股弦
'si'gu'zi 四股子
'si'hu 四胡
'si'jin'shi 四进士
'si'lian'yin 四连音
'si'liu'he'xian 四六和弦
'si'ming'nan'ci 四明南词
'si'ping'diao 四平调
'si'ping'qiang 四平腔
'si'sheng 四生
'si'shi'ba'zhai'tan'chang 四十八寨弹唱
'si'si'pai 四四拍
'si'tong 丝桐
'si'tu 斯图
'si'xi'ban 四喜班
'si'xian 四弦
'si'xian'hu 四弦胡
'si'xian'qin 四弦琴
'si'xian'qu'pai 丝弦曲牌
'si'zhi'wu 死之舞
'si'zhou'da'gu 泗州大鼓
'song'dai'ge'wu'ju'qu'lu'yao 宋代歌舞剧曲录要
'song'jin'za'ju'kao 宋金杂剧考
'song'le 颂乐
'song'ming'hua'deng 嵩明花灯
'song'ming'yin'yue'shi'liao 宋明音乐史料
'song'xian'guan'qin'pu 松弦馆琴谱
'song'yuan'ming'jiang'chang'wen'xue 宋元明讲唱文学
'song'yuan'xi'qu'wen'wu'yu'min'su 宋元戏曲文物与民俗
'sou'gu'jiu'gu 搜孤救孤
'su'du 速度
'su'du'huan'yuan 速度还原
'su'du'shu'yu 速度术语
'su'gu'du 苏古杜
'su'xia 苏夏
'su'zhou'tan'ci 苏州弹词
'sui'tang'wu'dai'yin'yue'shi'liao 隋唐五代音乐史料
'sui'tang'yan'yue'diao'yan'jiu 隋唐燕乐调研究
'sui'xian'chu'tu'yin'yue'wen'wu'zhuan'ji 随县出土音乐文物专辑
'sui'xiang'qu 随想曲
'sui'zi 穗子
'suo'gang 梭钢
'suo'jin 唆尽
'suo'jun 唆君
'suo'na 唢呐
'suo'na'mu'pai 唢呐目牌
'ta'ban 踏板
'tai'cu 太簇
'tai'gu'yi'yin 太古遗音
'tai'hua'jiao 抬花轿
'tai'ping'diao 太平调
'tai'ping'gu 太平鼓
'tai'qin 太琴
'tai'wan'yin'yue'shi'chu'gao 台湾音乐史初稿
'tai'yin'da'quan'ji 太音大全集
'tan'ban 檀板
'tan'bo'yue'qi 弹拨乐器
'tan'huang 滩簧
'tan'lun 弹轮
'tan'qin'tiao 探亲调
'tang'dai'yin'yue'wu 唐代音乐舞
'tang'dai'yin'yue'yu'gu'pu'yi'du 唐代音乐与古谱译读
'tang'gu 堂鼓
'tang'luo 镗锣
'tang'qin 唐琴
'tang'shan'lao'zi 唐山落子
'tao'gu 鼗鼓
'tao'qu 套曲
'tao'xun 陶埙
'te'qin 特琴
'te'xing'yin'cheng 特性音程
'te'zhong 特钟
'ti'qin 提琴
'tian'jin'shi'tiao 天津时调
'tian'jin'yin'yue'xue'yuan 天津音乐学院
'tian'mian'xiao'qu 天沔小曲
'tian'wen'ge'qin'pu 天闻阁琴谱
'tian'xia'tong 天下同
'tian'zhen 填臻
'tiao'hua'che 挑华车
'tiao'long'men 跳龙门
'tiao'yue'ji'hao 跳跃记号
'tie'gu 铁鼓
'tie'hu 铁胡
'tie'qin 铁琴
'ting'yin 听音
'tong'dong 铜冬
'tong'dong 铜洞
'tong'gong'xi'tong 同宫系统
'tong'gu 铜鼓
'tong'gu'shi'hua 铜鼓史话
'tong'gu'wu 铜鼓舞
'tong'ling 铜铃
'tong'ming'tiao 同名调
'tong'qin 筒钦
'tong'su'chang'fa 通俗唱法
'tong'tong'si'hu 铜筒四胡
'tong'xiang 同向
'tong'yin'lie 同音列
'tong'yin'lie'diao'shi 同音列调式
'tong'zhou'bang'zi 同州梆子
'tong'zhu'yin'da'xiao'diao 同主音大小调
'tong'zhu'yin'diao 同主音调
'tong'zou'di'yin 通奏低音
'tou'guan 头管
'tu'di'xi 土地戏
'tu'er'di'a'hong 吐尔地阿洪
'tu'gu 土鼓
'tu'liang 吐良
'tu'man 突慢
'tu'ran'jia'kuai 突然加快
'tu'zi'qiang 土子腔
'tuo'ka'ta 托卡塔
'wa'ge'luo 瓦格洛
'wa'ge'na'hao 瓦格纳号
'wa'qin 瓦琴
'wa'zu'qing'xi 佤族清戏
'wai'zu'yin'yue'liu'chuan'zhong'guo'shi 外族音乐流传中国史
'wan'hui 晚会
'wan'man'zhong'zhi 完满终止
'wan'quan'deng'he'xian 完全等和弦
'wan'quan'deng'yin'cheng 完全等音程
'wan'quan'xie'he'yin'cheng 完全协和音程
'wang'gui'fen 汪桂芬
'wang'guo'wei'xi'qu'lun'wen'ji 王国维戏曲论文集
'wang'jin 王进
'wei'di 苇笛
'wei'duan'yin 微断音
'wei'fen'yin 微分音
'wei'fen'yin'yin'yue 微分音音乐
'wei'jin'nan'bei'chao'yin'yue'shi'liao 魏晋南北朝音乐史料
'wei'lai'zhu'yi'yin'yue 未来主义音乐
'wei'li 蔚利
'wei'liang'fu'qu'lv 魏良辅曲律
'wei'ni'si'le'pai 威尼斯乐派
'wei'wu'er'zu'shou'gu 维吾尔族手鼓
'wei'yin'yin'le 唯音音乐
'wei'zhong'le 卫仲乐
'wen'chang 文场
'wen'ding'yin 稳定音
'wen'ding'yin'cheng 稳定音程
'wen'ding'yin'ji 稳定音级
'wen'rou'de 温柔地
'wen'shan'hua'deng 文山花灯
'wen'shu'tiao 文书调
'wen'tong 温痛
'wen'zhen'qin 文枕琴
'weng'zi 嗡子
'wo'niu 卧牛
'wo'yun'ju'shi 卧云居士
'wu'bang'zi 五梆子
'wu'ci'ge 无词歌
'wu'dan 武旦
'wu'du'xiang'sheng'lv 五度相生律
'wu'du'xun'huan 五度循环
'wu'du'yin 五度音
'wu'gang'qin'pu 梧岗琴谱
'wu'han'yin'yue'xue'yuan 武汉音乐学院
'wu'ju 婺剧
'wu'ju'zi 五句子
'wu'lao'nian 吴老年
'wu'lian'yin 五连音
'wu'liu'he'xian 五六和弦
'wu'mei'xi'qu'lun'wen'ji 吴梅戏曲论文集
'wu'pai'zi 五拍子
'wu'ren'yi 五人义
'wu'sheng 武生
'wu'sheng'diao'shi 五声调式
'wu'sheng'yin'jie 五声音阶
'wu'tong'qin 梧桐琴
'wu'xi'jing 无锡景
'wu'xian'pi'pa 五弦琵琶
'wu'yi 无射
'wu'yin'kong'xun 无音孔埙
'wu'yin'wei'zhi 五音位置
'wu'zhi'zhai'qin'pu 五知斋琴谱
'xi'an'yin'yue'xue'yuan 西安音乐学院
'xi'ban'ya'wu'qu 西班牙舞曲
'xi'he'da'gu 西河大鼓
'xi'he'tiao 西河调
'xi'ju 锡剧
'xi'ju'qu'diao 锡剧曲调
'xi'lu'tang'qin'pu 西麓堂琴谱
'xi'pi 西皮
'xi'qin 奚琴
'xi'qin'qiang 西秦腔
'xi'qu'bi'tan 戏曲笔谈
'xi'qu'le'ren 戏曲乐人
'xi'qu'qiang'xi'ji'zhu'yao'ju'zhong 戏曲腔系及主要剧种
'xi'qu'sheng'qiang 戏曲声腔
'xi'qu'yan'chang'lun'zhu'ji'shi 戏曲演唱论著辑释
'xi'qu'yin'yue'shi'gai'shu 戏曲音乐史概述
'xi'shan'qin'kuang 溪山琴况
'xi'wen'gai'lun 戏文概论
'xi'xiang'ji'shuo'chang'ji 西厢记说唱集
'xi'xiang'ji'si'zhong'yue'pu'xuan'qu 西厢记四种乐谱选曲
'xi'xue'de 戏谑地
'xi'yang'xiao'gu 夕阳箫鼓
'xi'yao'gu 细腰鼓
'xi'you'qu 嬉游曲
'xi'zang'ji'you 西藏纪游
'xi'zi 昔兹
'xia'bo'yin 下波音
'xia'hua'yin 下滑音
'xia'jia'xian 下加线
'xia'kong 夏空
'xia'shan'hu 下山虎
'xia'shu'he'xian 下属和弦
'xia'shu'tiao 下属调
'xia'shu'yin 下属音
'xia'wu'yin 下五音
'xia'xing 下行
'xia'xing'yin'jie 下行音阶
'xia'xing'yin'lie 下行音列
'xia'zhong'yin 下中音
'xian'dai'ban'hu 现代板胡
'xian'dai'guan 现代管
'xian'guan 弦管
'xian'he'hui'huang'de 显赫辉煌地
'xian'lv 仙吕
'xian'ma 弦马
'xian'qin'yin'yue'mei'xue'si'xiang'lun'gao 先秦音乐美学思想论稿
'xian'si'jin 弦似筋
'xian'suo'bei'kao 弦索备考
'xian'xian'yin 先现音
'xian'zhou 弦轴
'xiang'ba 响把
'xiang'ban 响板
'xiang'cun'shu'huai 乡村抒怀
'xiang'jiao'gu 象脚鼓
'xiang'jiao'gu'wu 象脚鼓舞
'xiang'ju 芗剧
'xiang'ju 湘剧
'xiang'mie 响篾
'xiang'si'ying 相思影
'xiang'yuan'gu'shu 襄垣鼓书
'xiang'yuan'tiao 襄垣调
'xiang'zhan 响盏
'xiao'bai'cai 小白菜
'xiao'bi'li 小筚篥
'xiao'cai'ban 小裁板
'xiao'cha 小镲
'xiao'che'wu 小车舞
'xiao'da'qi'he'xian 小大七和弦
'xiao'dan 小旦
'xiao'diao 小调
'xiao'diao'lei 小调类
'xiao'du'di 小独笛
'xiao'er'du 小二度
'xiao'er'hei'jie'hun 小二黑结婚
'xiao'fang'niu 小放牛
'xiao'gu 小鼓
'xiao'guang'ban 小广板
'xiao'hao 小号
'xiao'he'tang'shui 小河淌水
'xiao'jie 小节
'xiao'jie'xian 小节线
'xiao'kai'kou 小开口
'xiao'kuai'ban 小快板
'xiao'lei 小雷
'xiao'liu'du 小六度
'xiao'luo 小锣
'xiao'mang'tong 小芒筒
'xiao'qi'du 小七度
'xiao'qi'he'xian 小七和弦
'xiao'san'du 小三度
'xiao'san'he'xian 小三和弦
'xiao'sheng 小生
'xiao'ti'qin 小提琴
'xiao'xing'ban 小行板
'xiao'yan'ban 消眼板
'xiao'ye'qu 小夜曲
'xiao'yin'cheng 小音程
'xiao'yin'jie 小音阶
'xiao'zi'zu 小字组
'xie'chui'jian 楔槌键
'xie'he'yin'cheng 协和音程
'xie'nue'qu 谐虐曲
'xie'wu 谐舞
'xie'xiang 斜向
'xie'zou'qu 协奏曲
'xin'diao'xing'yin'yue 新调性音乐
'xin'gu'dian'zhu'yi'yin'yue 新古典主义音乐
'xin'jiang'yu'tu'feng'tu'kao 新疆舆图风土考
'xin'lang'man'zhu'yi'yin'yue 新浪漫主义音乐
'xin'shi'qu 新事曲
'xin'yin'jie 新音阶
'xing'ban 行板
'xing'hai'yin'yue'xue'yuan 星海音乐学院
'xiong'ya'li'xiao'yin'jie 匈牙利小音阶
'xiu'he'bao 绣荷包
'xiu'shan'hua'deng 秀山花灯
'xiu'zhi'fu 休止符
'xu'lie'yin'yue 序列音乐
'xu'qu 序曲
'xu'sheng 须生
'xu'shi'qu 叙事曲
'xu'xu'di'yu'di 絮絮低语地
'xuan'gong'zhuan'diao 旋宫转调
'xuan'he'bo'gu'tu 宣和博古图
'xuan'lv 旋律
'xuan'lv'ban'yin'jie 旋律半音阶
'xuan'lv'da'diao 旋律大调
'xuan'lv'da'xiao'diao 旋律大小调
'xuan'lv'mo'jin 旋律模进
'xuan'lv'xiao'diao 旋律小调
'xuan'lv'yin'cheng 旋律音程
'xuan'qin 玄琴
'xuan'xu'diao 宣叙调
'xun'jiang'tan'chang 寻江弹唱
'xun'yang'ye'yue 浔阳夜月
'ya'hu 哑胡
'ya'yue 雅乐
'ya'yue'yin'jie 雅乐音阶
'yan'chang'ji'hao 延长记号
'yan'le 燕乐
'yan'le'kao'yuan 燕乐考原
'yan'le'san'shu 燕乐三书
'yan'le'tan'wei 燕乐探微
'yan'le'yin'jie 燕乐音阶
'yan'liu'yin 延留音
'yan'xi'qu 宴席曲
'yan'yin 咽音
'yan'yin'xian 延音线
'yan'zhu'kong'hou 雁柱箜篌
'yan'zou'fang'shi 演奏方式
'yang'ge 秧歌
'yang'ju 扬剧
'yang'ju'qu'diao 扬剧曲调
'yang'liu'qing 杨柳青
'yang'pi'gu 羊皮鼓
'yang'qin 扬琴
'yang'qin 洋琴
'yang'qing 杨青
'yang'wang 杨旺
'yang'xue'zhong 杨学仲
'yang'you'he 阳友鹤
'yang'zheng'xuan'pi'pa'pu 养正轩琵琶谱
'yang'zhou'qing'qu 扬州清曲
'yang'zhou'tan'ci 扬州弹词
'yao'an'hua'deng 姚安花灯
'yao'gu 腰鼓
'yao'lan'qu 摇篮曲
'yao'ling 腰铃
'yao'qin 瑶琴
'yao'zu'chang'gu 瑶族长鼓
'ye'dong 叶栋
'ye'qu 夜曲
'ye'xiao 夜箫
'ye'zhu'lin 野猪林
'yi'ao'ni'ya'diao'shi 伊奥尼亚调式
'yi'chou 一丑
'yi'chuan'zhu 一串珠
'yi'da'li'shu'yu 意大利术语
'yi'diao 移调
'yi'diao'ji'hao 移调记号
'yi'gong'xi'tong 异宫系统
'yi'guan'sheng 义管笙
'yi'liu 一流
'yi'pai'zi 一拍子
'yi'shu'yu'yan'fa'sheng'ji'chu 艺术语言发声基础
'yi'xian'qin 一弦琴
'yi'yan'ban 一眼板
'yi'yang 弋阳
'yi'yang'qiang 弋阳腔
'yi'yin 倚音
'yi'yin'kong'xun 一音孔埙
'yi'yong'jun'jin'xing'qu 义勇军进行曲
'yi'ze 夷则
'yi'zhi'hua 一枝花
'yi'zu'jia'su 彝族甲苏
'yi'zui'di 义嘴笛
'yin'cheng'guan'xi 音程关系
'yin'cheng'zhuan'wei 音程转位
'yin'diao'zhong'yin 音调重音
'yin'fu 音符
'yin'fu'ba'du 隐伏八度
'yin'gao'fen'zu 音高分组
'yin'ji 音级
'yin'jie 音阶
'yin'jie'xian 音阶线
'yin'kong 音孔
'yin'lie 音列
'yin'lu'qu'tan 蚓庐曲谈
'yin'ming 音名
'yin'niu'si 银纽丝
'yin'qu 音区
'yin'tou 音头
'yin'xiang'tang'qu'pu 吟香堂曲谱
'yin'xiang'zhu'yi'shi'qi 印象主义时期
'yin'xing'ji'si 银杏吉斯
'yin'yu 音域
'yin'yue 音乐
'yin'yue'bian'ji 音乐编辑
'yin'yue'dong'ji 音乐动机
'yin'yue'ju 音乐剧
'yin'yue'li'lun 音乐理论
'yin'yue'mei'xue 音乐美学
'yin'yue'shi 音乐史
'yin'yue'shi'xue'mei'xue'lun'gao 音乐史学美学论稿
'yin'yue'shu'yu 音乐术语
'yin'yue'shun'jian 音乐瞬间
'yin'yue'su'cai 音乐素材
'yin'yue'te'dian 音乐特点
'yin'yue'xue 音乐学
'yin'zhi'zu'he'fa 音值组合法
'yin'zhong'niao 荫中鸟
'yin'zhun 音准
'yin'zi'bi'li 银字筚篥
'ying'di 鹰笛
'ying'feng'ban 迎风板
'ying'guo'guan 英国管
'ying'zhong 应钟
'ying'zhou'gu'tiao 瀛洲古调
'yong'le'da'dian'xi'wen'san'zhong'jiao'zhu 永乐大典戏文三种校注
'yong'tan'diao 咏叹调
'you'mo'qu 幽默曲
'you'sheng 幼生
'you'ta'ban 右踏板
'you'zhu 右竹
'yu'diao'shi 羽调式
